,Adj Close,Close,High,Low,Open,Volume,SMA5,SMA50,SMA200,MACDLine,MACDSignal,MACDHist,RSI14,BBupper,BBlower,ROC12,PPO,MOM5,StochK,StochD,WillR,AccDist,PlusDI14,TR,SlowStochD,ChaikinOsc,ADX14,ATR14,^GSPC,^IXIC,^DJI,^VIX,CL=F,GC=F,SI=F,^TNX,DX-Y.NYB,FedFundsRate,y
2015-01-02,80.44732666015625,85.68000030517578,87.36000061035156,84.91999816894531,86.68000030517578,4505800,81.54777221679687,79.32157608032226,72.49039730072022,0.5454156880826417,0.7811001012528681,-0.23568441317022637,48.644374208515615,84.47248514400731,78.31039373172511,1.2646275561309208,-0.15076557388044923,-1.9623794555664062,56.366462386699254,65.52798256452904,-43.633537613300746,71789439.49214275,17.90467155441455,2.44000244140625,54.376978173954534,-1763189.9595097005,24.75937466063459,1.663571493966239,2058.199951171875,4726.81005859375,17832.990234375,17.790000915527344,52.689998626708984,1186.0,15.734000205993652,2.122999906539917,91.08000183105469,0.12,78.18453216552734
2015-01-05,78.18453216552734,83.2699966430664,85.3499984741211,83.05000305175781,85.29000091552734,6441400,80.7027374267578,79.51030044555664,72.51484279632568,0.2550521398546124,0.675890508973217,-0.4208383691186046,39.386446638322916,84.3845095927208,77.88195921831436,0.7623395679426831,-0.6912182951670592,-4.2251739501953125,18.944015126116124,46.37680472643739,-81.05598487388389,66580273.87424349,18.666064693451286,2.6299972534179688,56.01888978088904,-3646536.963529259,25.751568358229843,1.5957140241350447,2020.5799560546875,4652.56982421875,17501.650390625,19.920000076293945,50.040000915527344,1203.9000244140625,16.179000854492188,2.0390000343322754,91.37999725341797,0.12,78.01554107666016
2015-01-06,78.01554107666016,83.08999633789062,83.77999877929688,81.80000305175781,83.66000366210938,7690000,79.84080505371094,79.67930770874024,72.54975418090821,0.011171983699611587,0.5429468039184959,-0.5317748202188843,38.7926550556783,84.16285361928429,77.54120140390906,-1.9355769871642108,-0.9812998607155546,-4.309661865234375,19.282425807216796,31.53096777334404,-80.7175741927832,68910546.37522607,18.475851284557923,1.9799957275390625,56.97760231824562,-3344043.3999946862,26.735311680413325,1.6121422903878349,2002.6099853515625,4592.740234375,17371.640625,21.1200008392334,47.93000030517578,1219.300048828125,16.60300064086914,1.9630000591278076,91.5,0.12,79.22906494140625
2015-01-07,79.22906494140625,84.22000122070312,84.27999877929688,83.06999969482422,84.0999984741211,5846800,79.35490264892579,79.8742755126953,72.58418968200684,-0.08322420622782545,0.41771260188923165,-0.5009368081170571,45.18362464655091,83.95161106992848,77.40902888368481,-2.9193798110460523,-0.8506034125119305,-2.4295120239257812,36.1733938059304,24.799944913087757,-63.82660619406959,74177521.59669936,22.387342954566318,1.2099990844726562,56.983939924951564,-1240436.3353531659,24.532185000931456,1.489999498639788,2025.9000244140625,4650.47021484375,17584.51953125,19.309999465942383,48.650001525878906,1210.5999755859375,16.510000228881836,1.9539999961853027,91.88999938964844,0.12,80.4614486694336
2015-01-08,80.4614486694336,85.52999877929688,85.62000274658203,85.02999877929688,85.19000244140625,5174200,79.26758270263672,80.09182540893555,72.63464900970459,-0.05792309802373552,0.3225854619066382,-0.38050855993037375,50.80179362423052,83.74037005506587,77.41887219346928,-0.8618130495786678,-0.4928777247861375,-0.4365997314453125,55.75483737060525,37.07021899458413,-44.24516262939475,77773093.13536978,30.36889426557704,1.4000015258789062,56.15685875497955,876942.6202456057,21.646197735413278,1.4135709490094865,2062.139892578125,4736.18994140625,17907.869140625,17.010000228881836,48.790000915527344,1208.4000244140625,16.35099983215332,2.0160000324249268,92.37000274658203,0.12,79.43607330322266
2015-01-09,79.43607330322266,84.44000244140625,86.0,84.4000015258789,85.97000122070312,4582200,79.06533203125,80.25337646484375,72.68731945037842,-0.11923652567526233,0.23422106439025814,-0.35345759006552047,46.52883877515309,83.69069668409186,77.3063873613183,-2.5648600907137276,-0.4628898937091158,-1.0112533569335938,39.46190488680775,43.796712021114445,-60.53809511319225,73420008.59778306,20.62503824631981,1.5999984741210938,54.356658396696545,278348.6928270161,21.145945361309213,1.3714283534458704,2044.81005859375,4704.06982421875,17737.369140625,17.549999237060547,48.36000061035156,1216.0,16.38599967956543,1.9709999561309814,91.94000244140625,0.12,78.42005920410156
2015-01-12,78.42005920410156,83.36000061035156,84.8499984741211,82.91000366210938,84.41000366210938,4030100,79.11243743896485,80.394794921875,72.73663913726807,-0.246964848401376,0.1379838818319313,-0.38494873023330733,42.6966685975411,83.50099148184138,77.10463824838324,-4.689227324932417,-0.6126595570422422,0.23552703857421875,23.31836723987907,39.511703165764004,-76.68163276012093,71259534.93892802,17.959008109527474,1.9399948120117188,51.82300423842075,-679258.5046460181,22.077127798532953,1.4278564453125,2028.260009765625,4664.7099609375,17640.83984375,19.600000381469727,46.06999969482422,1232.699951171875,16.53499984741211,1.9119999408721924,91.9800033569336,0.12,78.59880828857422
2015-01-13,78.59880828857422,83.55000305175781,85.23999786376953,82.73999786376953,84.08999633789062,4222100,79.22909088134766,80.40570938110352,72.78741352081299,-0.32996329566871907,0.04439444633180123,-0.3743577420005203,43.57712241187218,83.51986128374766,77.04644883588124,-4.624331291507142,-0.6239337277982036,0.5832672119140625,26.158465726429544,29.646245951038768,-73.84153427357046,69773373.26229228,18.31571807107173,2.5,48.25201143189506,-1482125.754846707,22.68485701073094,1.5521420070103236,2023.030029296875,4661.5,17613.6796875,20.559999465942383,45.88999938964844,1234.300048828125,17.125,1.8899999856948853,92.30999755859375,0.12,78.51409912109375
2015-01-14,78.51409912109375,83.45999908447266,83.4800033569336,81.83999633789062,82.0,5084300,79.08609771728516,80.40328720092774,72.83084693908691,-0.3979877301567427,-0.04408198896590757,-0.3539057411908351,43.238071982028316,83.549931379634,76.92352137915505,-4.727121571285008,-0.6089495328581379,-0.7149658203125,24.813113901588718,24.763315622632422,-75.18688609841129,74733639.98524874,13.876484385352105,1.7100067138671875,44.83639889006278,-97566.0585475117,24.045171961409533,1.5957140241350447,2011.27001953125,4639.31982421875,17427.08984375,21.479999542236328,48.47999954223633,1234.4000244140625,16.95599937438965,1.8370000123977661,92.16000366210938,0.12,77.37580108642578
2015-01-15,77.37580108642578,82.25,84.12999725341797,82.18000030517578,83.80000305175781,4331500,78.46896820068359,80.37096313476563,72.8680749130249,-0.5375521561803538,-0.14277602240879683,-0.39477613377155696,38.862392156573286,83.57676850146028,76.8749633710983,-6.012012942090235,-0.7839982787607993,-3.0856475830078125,6.726416998623515,19.23266554221391,-93.27358300137648,70713118.60334805,14.030599335930964,1.9499969482421875,41.615592240655225,-801542.4353437424,25.426929475480357,1.6799992152622767,1992.6700439453125,4570.81982421875,17320.7109375,22.389999389648438,46.25,1264.699951171875,17.072999954223633,1.774999976158142,92.3499984741211,0.12,78.83399200439453
2015-01-16,78.83399200439453,83.80000305175781,83.86000061035156,81.83000183105469,82.05000305175781,4763700,78.34855194091797,80.37043182373047,72.91310779571533,-0.5244486314756358,-0.21911054422216464,-0.30533808725347117,46.35225363282841,83.58630678138823,76.79328458824068,-3.459018104291324,-0.5509121474247863,-0.602081298828125,29.895389401633764,20.478306767281982,-70.10461059836624,75195231.86271755,13.199989746087493,2.029998779296875,38.983922062950384,409461.66897933185,26.568250163961782,1.7857131958007812,2019.4200439453125,4634.3798828125,17511.5703125,20.950000762939453,48.689998626708984,1276.9000244140625,17.73900032043457,1.815000057220459,92.5199966430664,0.13,79.2667007446289
2015-01-20,79.2667007446289,84.26000213623047,84.88999938964844,83.19000244140625,84.38999938964844,3540600,78.51788024902343,80.34099685668946,72.96109882354736,-0.47368763846634465,-0.2700259630710007,-0.20366167539534397,48.37343163960217,83.42399757734147,76.72110206255111,-2.0165476034305376,-0.30698182134604046,0.8466415405273438,41.34454363374784,25.98878334466836,-58.65545636625215,76111629.18075617,15.208084373856593,1.6999969482421875,37.90808103438469,1159229.6156711131,28.03261828083965,1.8364274161202567,2022.550048828125,4654.85009765625,17515.23046875,19.889999389648438,46.38999938964844,1294.199951171875,17.94700050354004,1.8070000410079956,93.05000305175781,0.12,78.75870513916016
2015-01-21,78.75870513916016,83.72000122070312,84.3499984741211,83.30000305175781,83.77999877929688,3598400,78.54985961914062,80.3059098815918,73.01753334045411,-0.4690433459355887,-0.3098294396439183,-0.15921390629167043,46.174052775679634,83.3118290810671,76.59305067967507,-2.0990399446454573,-0.25310322288445763,0.1598968505859375,33.44945790074606,34.89646364537587,-66.55054209925395,75391949.18075617,15.321312244858301,1.0499954223632812,37.85406243156207,1131579.2651658505,29.418469413553588,1.8228558131626673,2032.1199951171875,4667.419921875,17554.279296875,18.850000381469727,47.779998779296875,1293.699951171875,18.179000854492188,1.8530000448226929,92.9000015258789,0.12,79.3796157836914
