model_name,model_hyperparameters_dict,window_size,test_ratio,start_date,end_date,test_data_values_list,test_data_model_predictions_list,MSE_score,MAPE_score,R^2_score
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2018Q3,2020Q4,"[129.6090850830078, 119.4920883178711]","[58.06609339966177, 57.79349753051461]",4462.557882074496,0.534165472961956,-173.39765110331308
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2018Q4,2021Q1,"[119.4920883178711, 134.2074432373047]","[68.74834035919861, 68.89047473844529]",3420.6171653871343,0.4556743106194723,-62.186307909994866
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2019Q1,2021Q2,"[134.2074432373047, 138.8638916015625]","[88.4262554955569, 87.51870620919298]",2366.122607010977,0.3554372256943889,-435.5034228265568
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2019Q2,2021Q3,"[138.8638916015625, 174.51626586914062]","[107.44031468710587, 104.12765753521609]",2970.9986846427014,0.3148129993675986,-8.349438666433134
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2019Q3,2021Q4,"[174.51626586914062, 171.82582092285156]","[118.48101564848555, 114.76920360734816]",3197.703423389614,0.3265748846808458,-1766.0545389183344
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2019Q4,2022Q1,"[171.82582092285156, 134.7376708984375]","[122.6634689125896, 125.04237923347956]",1255.4677678247558,0.1790370851891154,-2.6508603134039648
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2020Q1,2022Q2,"[134.7376708984375, 136.38536071777344]","[136.58158753975994, 132.64894630267395]",8.680410630754537,0.020540621254104,-11.789375685112486
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2020Q2,2022Q3,"[136.38536071777344, 128.43666076660156]","[132.96542585480958, 132.96542730791265]",16.102840426307193,0.0301681136593883,-0.0194601956557298
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2020Q3,2022Q4,"[128.43666076660156, 163.25363159179688]","[135.49058058135043, 134.9445692566566]",425.5803975238824,0.1141633977351952,-0.404299172930846
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2020Q4,2023Q1,"[163.25363159179688, 192.2990264892578]","[134.90498326972093, 135.28032895721583]",2027.388864969615,0.2350792382640412,-8.612635557710565
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2021Q1,2023Q2,"[192.2990264892578, 169.9642791748047]","[139.87170426490798, 138.7044086072559]",1862.901811757854,0.2282772992200277,-13.93784227668884
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2021Q2,2023Q3,"[169.9642791748047, 191.38096618652344]","[151.33525273915336, 151.0674957190559]",986.1082635357868,0.1601253396527639,-7.59963482630633
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2021Q3,2023Q4,"[191.38096618652344, 170.67408752441406]","[168.28851117671434, 166.86642399322923]",273.8798899733861,0.0714858964451937,-1.5549997312324488
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2021Q4,2024Q1,"[170.67408752441406, 209.9144744873047]","[165.751347845558, 167.4015824599276]",915.7896772386032,0.115683873898627,-1.3789711332248644
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2022Q1,2024Q2,"[209.9144744873047, 232.48831176757812]","[168.00153490992733, 166.07780543676424]",3083.524927565978,0.2426588451544676,-23.204531150118942
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""rbf""}",10,0.2,2022Q2,2024Q3,"[232.48831176757812, 251.9230194091797]","[171.00552591277147, 168.03214933825447]",5408.905518862435,0.2987286937069103,-56.28136558134681
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2015Q1,2017Q2,"[33.59050369262695, 36.087345123291016]","[30.87823699098801, 32.10011821098084]",11.627184555534969,0.0956166373804229,-6.460237148177561
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2015Q2,2017Q3,"[36.087345123291016, 39.76781463623047]","[37.31439171490851, 50.91906125752217]",62.92797227343489,0.1572054829922545,-17.582206406684644
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2015Q3,2017Q4,"[39.76781463623047, 39.58781814575195]","[44.251380815459385, 59.48599579389034]",208.01991970019972,0.3076887224144691,-25681.47303806167
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2015Q4,2018Q1,"[39.58781814575195, 43.845272064208984]","[52.13187854140017, 58.23173988757912]",182.1619538212671,0.3224928500194423,-39.1992319173535
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2016Q1,2018Q2,"[43.845272064208984, 53.656436920166016]","[44.257219247648095, 44.37699472025554]",43.13887401171141,0.091168651002908,-0.7926175757632032
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2016Q2,2018Q3,"[53.656436920166016, 37.624244689941406]","[44.961750135911615, 56.1821206115688]",209.99616849940293,0.3276430848638819,-2.268026271409344
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2016Q3,2018Q4,"[37.624244689941406, 45.50131607055664]","[64.81184857502203, 61.38227716427596]",495.6853651361388,0.5358153229754093,-30.954831080238332
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2016Q4,2019Q1,"[45.50131607055664, 47.59304428100586]","[40.76886286696189, 41.12548636973541]",32.112709329925586,0.1199499376774461,-28.357997714897923
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2017Q1,2019Q2,"[47.59304428100586, 54.061824798583984]","[42.29440131850718, 43.79952768767761]",66.69517961827707,0.1505787524819242,-5.375431822054665
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2017Q2,2019Q3,"[54.061824798583984, 71.09394836425781]","[49.66430379827147, 52.04127301657041]",191.1713144262825,0.1746676861438758,-1.6359982595419864
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2017Q3,2019Q4,"[71.09394836425781, 61.71084976196289]","[53.93077474244955, 62.00910339419346]",147.33174200073682,0.1231242387511514,-5.693661633914858
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2017Q4,2020Q1,"[61.71084976196289, 88.76895141601562]","[66.96453615602448, 61.78977463291233]",377.738600310544,0.1945298712041885,-1.063748211885914
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2018Q1,2020Q2,"[88.76895141601562, 112.9261703491211]","[53.698221976396006, 50.67480885879328]",2552.594035413236,0.4731679791143526,-16.496366641405046
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2018Q2,2020Q3,"[112.9261703491211, 129.6090850830078]","[105.36659490412553, 111.47534374030089]",192.9898779963891,0.1034268355818186,-1.7736436452730504
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2018Q3,2020Q4,"[129.6090850830078, 119.4920883178711]","[79.2750597812735, 117.39827359760592]",1268.9490815792144,0.2029376115898395,-48.59078291982748
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2018Q4,2021Q1,"[119.4920883178711, 134.2074432373047]","[112.21435829986297, 176.98796540224157]",941.5692154598362,0.189834846612937,-16.392850322051206
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2019Q1,2021Q2,"[134.2074432373047, 138.8638916015625]","[140.50415177974483, 174.39389155090305]",651.014717434289,0.151389889741922,-119.09950440797785
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2019Q2,2021Q3,"[138.8638916015625, 174.51626586914062]","[164.49343108747786, 242.699836666021]",2652.9363104366475,0.2876331395752056,-7.348527869969004
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2019Q3,2021Q4,"[174.51626586914062, 171.82582092285156]","[164.67283343415417, 246.1255975338804]",2808.6749832754663,0.2444087171429294,-1551.076981636511
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2019Q4,2022Q1,"[171.82582092285156, 134.7376708984375]","[212.00224414201264, 227.0994747165368]",5072.423893609104,0.4596570924776612,-13.75044725204321
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2020Q1,2022Q2,"[134.7376708984375, 136.38536071777344]","[163.92991429606957, 161.77603018822015]",748.4365853720338,0.2014142163278435,-1101.717034248605
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2020Q2,2022Q3,"[136.38536071777344, 128.43666076660156]","[78.55118494355611, -155.74844968039076]",42052.98444362615,1.318348826998761,-2661.3466800781066
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2020Q3,2022Q4,"[128.43666076660156, 163.25363159179688]","[136.36962422316213, 134.23906714467495]",452.38842962965856,0.1197462425270403,-0.4927583630934578
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2020Q4,2023Q1,"[163.25363159179688, 192.2990264892578]","[129.99058112623908, 135.21526808962514]",2182.492999650939,0.2502998369824723,-9.348044312265388
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2021Q1,2023Q2,"[192.2990264892578, 169.9642791748047]","[145.22567759473566, 141.89134008134135]",1501.995042745356,0.2049810434267206,-11.043879557842748
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2021Q2,2023Q3,"[169.9642791748047, 191.38096618652344]","[159.984207197748, 160.50844517286205]",526.3571952030981,0.1100165618530918,-3.5902461568624826
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2021Q3,2023Q4,"[191.38096618652344, 170.67408752441406]","[170.2168324069302, 166.25942886237266]",233.70488487142848,0.0682262123939408,-1.1802108876713584
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2021Q4,2024Q1,"[170.67408752441406, 209.9144744873047]","[178.35869992752438, 187.47823425071277]",281.2190718700515,0.0759539184004015,0.2694697584838205
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2022Q1,2024Q2,"[209.9144744873047, 232.48831176757812]","[175.70074013509375, 176.75944536560507]",2138.1430843863095,0.201347511824958,-15.783633051506271
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""poly""}",10,0.2,2022Q2,2024Q3,"[232.48831176757812, 251.9230194091797]","[190.11469579365712, 193.78979867306305]",2587.4973419296975,0.2065095748999221,-26.402102082753668
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2015Q1,2017Q2,"[33.59050369262695, 36.087345123291016]","[27.510499331351802, 27.63428242688972]",54.210360991208006,0.2076213207507698,-33.782465776739215
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2015Q2,2017Q3,"[36.087345123291016, 39.76781463623047]","[29.43651007755392, 30.22757225147315]",67.6249157827624,0.212098423378717,-18.969182192136845
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2015Q3,2017Q4,"[39.76781463623047, 39.58781814575195]","[32.444212453101805, 33.170011161822266]",47.41169770985179,0.1731373668717049,-5852.52426766094
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2015Q4,2018Q1,"[39.58781814575195, 43.845272064208984]","[37.9051225315941, 37.224939027786604]",23.330137021525815,0.0967492387042597,-4.148460307535735
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2016Q1,2018Q2,"[43.845272064208984, 53.656436920166016]","[39.903949023415194, 39.844444701994846]",103.15257817335647,0.173653506873912,-3.2864615466932703
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2016Q2,2018Q3,"[53.656436920166016, 37.624244689941406]","[40.91748451216124, 41.6546298629563]",89.2624565481345,0.1722695308645686,-0.3891303595411455
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2016Q3,2018Q4,"[37.624244689941406, 45.50131607055664]","[43.39498337772632, 43.18397609627698]",19.335744779546005,0.1021536347126479,-0.246497277706184
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2016Q4,2019Q1,"[45.50131607055664, 47.59304428100586]","[42.2649921842374, 41.56280373946799]",23.41879664298372,0.0989150904898838,-20.40987143958209
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2017Q1,2019Q2,"[47.59304428100586, 54.061824798583984]","[43.77854810214982, 44.376532709168686]",54.17763197789895,0.1296501676224549,-4.178872010426504
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2017Q2,2019Q3,"[54.061824798583984, 71.09394836425781]","[47.522132931765995, 47.49950755282151]",299.7326034586481,0.2264219161309617,-3.1329141007169925
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2017Q3,2019Q4,"[71.09394836425781, 61.71084976196289]","[47.91260647319581, 47.48223151038737]",369.914094609687,0.2783177340254016,-15.806152898951195
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2017Q4,2020Q1,"[61.71084976196289, 88.76895141601562]","[50.96653538410889, 51.80931560223646]",740.7274854686739,0.2952325365225823,-3.046912394904786
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2018Q1,2020Q2,"[88.76895141601562, 112.9261703491211]","[57.89934406976069, 50.74217996886392]",2409.890658661937,0.4492064414576325,-15.518228102347038
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2018Q2,2020Q3,"[112.9261703491211, 129.6090850830078]","[59.79217230213776, 68.87990254522975]",3255.627680081798,0.4695381579813917,-45.78976493473339
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2018Q3,2020Q4,"[129.6090850830078, 119.4920883178711]","[80.18042131065529, 76.65758245617236]",2138.9938473680886,0.3699193786679891,-82.59230570518031
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2018Q4,2021Q1,"[119.4920883178711, 134.2074432373047]","[82.15744684506937, 91.87815316266702]",1592.8221260627329,0.3139232098219281,-28.422921197281035
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2019Q1,2021Q2,"[134.2074432373047, 138.8638916015625]","[112.51029398773822, 113.55232666991189]",555.7208024235637,0.1719724105564253,-101.51963768700888
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2019Q2,2021Q3,"[138.8638916015625, 174.51626586914062]","[124.89935485447347, 127.59690334642818]",1198.2174330492564,0.1847082856291776,-2.7706716119573875
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2019Q3,2021Q4,"[174.51626586914062, 171.82582092285156]","[132.94290957027147, 129.48954322576333]",1760.3521815988474,0.2423055927912386,-971.772612318034
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2019Q4,2022Q1,"[171.82582092285156, 134.7376708984375]","[138.67061885125008, 143.9398000177699]",591.9733023687961,0.1306274187482655,-0.7214395236585598
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2020Q1,2022Q2,"[134.7376708984375, 136.38536071777344]","[148.70594110908291, 150.58426428366298]",198.36071757551736,0.1038894124157553,-291.2568811725982
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2020Q2,2022Q3,"[136.38536071777344, 128.43666076660156]","[140.8506125597511, 139.94469931919875]",76.18671267017406,0.0611704249709353,-3.823330477659968
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2020Q3,2022Q4,"[128.43666076660156, 163.25363159179688]","[137.32431403116024, 136.50609079673706]",397.2106595672049,0.1165195643864874,-0.3106867796424748
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2020Q4,2023Q1,"[163.25363159179688, 192.2990264892578]","[135.8199937896598, 136.58343058458138]",1928.416055036021,0.2288886012436264,-8.14336714628104
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2021Q1,2023Q2,"[192.2990264892578, 169.9642791748047]","[139.82581181189894, 137.7253153711002]",1896.394522856379,0.2312769161776237,-14.206406530934949
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2021Q2,2023Q3,"[169.9642791748047, 191.38096618652344]","[148.7683428570105, 150.0449650204676]",1078.9663543940778,0.1703481147889453,-8.40942995892799
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2021Q3,2023Q4,"[191.38096618652344, 170.67408752441406]","[168.89341232773182, 175.17527183563806]",262.9753693778313,0.071937248560413,-1.4532724843229785
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2021Q4,2024Q1,"[170.67408752441406, 209.9144744873047]","[181.45275670964867, 177.47363360744455]",584.2939331985652,0.1088483266582931,-0.5178358469699624
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2022Q1,2024Q2,"[209.9144744873047, 232.48831176757812]","[173.67794121730907, 172.15519297789135]",2476.5857831589774,0.2160677778221588,-18.440283163765848
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""sigmoid""}",10,0.2,2022Q2,2024Q3,"[232.48831176757812, 251.9230194091797]","[174.48047133014245, 174.84579572373335]",4652.9039816356635,0.2777320463853368,-48.27516168613541
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2015Q1,2017Q2,"[33.59050369262695, 36.087345123291016]","[33.24514203887692, 32.40324835712805]",6.845921827166691,0.0561849278103722,-3.392482125368545
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2015Q2,2017Q3,"[36.087345123291016, 39.76781463623047]","[35.237047790219094, 37.671505204529325]",2.5587593940341975,0.0381379610677254,0.244415583607499
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2015Q3,2017Q4,"[39.76781463623047, 39.58781814575195]","[38.93165123777048, 42.86788175480858]",5.728993254190867,0.0519407556391682,-706.3106988890587
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2015Q4,2018Q1,"[39.58781814575195, 43.845272064208984]","[42.96314517694839, 44.79011836095072]",6.142783545995955,0.0534056594893525,-0.3555804338038739
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2016Q1,2018Q2,"[43.845272064208984, 53.656436920166016]","[41.66833869454639, 42.646298338209334]",62.98109524492081,0.1274236658730694,-1.6171526462700627
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2016Q2,2018Q3,"[53.656436920166016, 37.624244689941406]","[44.719500747020575, 47.587196117028554]",89.56461465068665,0.2156799383977121,-0.3938326387508846
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2016Q3,2018Q4,"[37.624244689941406, 45.50131607055664]","[60.91625326399067, 55.538980871143174]",321.63618903125916,0.4198353853402881,-19.734584501930396
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2016Q4,2019Q1,"[45.50131607055664, 47.59304428100586]","[54.25470279994499, 55.00053141864168]",65.74632246423604,0.1740093914769149,-59.106432155485045
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2017Q1,2019Q2,"[47.59304428100586, 54.061824798583984]","[47.33243768417623, 51.497351704306055]",3.3222190247932692,0.0264558307888539,0.6824271107488236
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2017Q2,2019Q3,"[54.061824798583984, 71.09394836425781]","[49.858500260160085, 44.971624730818846]",350.02186459272025,0.2225920916700438,-3.826336151095707
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2017Q3,2019Q4,"[71.09394836425781, 61.71084976196289]","[46.39463050920178, 33.30234342913842]",708.5497672836088,0.4038833281640105,-31.19124628935613
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2017Q4,2020Q1,"[61.71084976196289, 88.76895141601562]","[60.17094062195597, 78.29710295644058]",56.015465159890525,0.0714605445012332,0.6939634552395652
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2018Q1,2020Q2,"[88.76895141601562, 112.9261703491211]","[76.19611500631291, 104.8447832379511]",111.69251651286535,0.1065994873540948,0.2344206744595347
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2018Q2,2020Q3,"[112.9261703491211, 129.6090850830078]","[121.43386550514361, 119.3865768285517]",88.44027594011624,0.0771052051808551,-0.2710604923647244
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2018Q3,2020Q4,"[129.6090850830078, 119.4920883178711]","[117.71829463366035, 107.63211498099946]",141.02493253079945,0.0954983525075032,-4.511282459588288
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2018Q4,2021Q1,"[119.4920883178711, 134.2074432373047]","[119.34098566038703, 131.40455243096662]",3.93951444267661,0.0110746526544977,0.9272285203063162
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2019Q1,2021Q2,"[134.2074432373047, 138.8638916015625]","[140.12835223172334, 151.8217569322442]",101.4817186241352,0.0687155076317182,-17.721395671763283
SVM,"{""C"": 0.25, ""epsilon"": 1e-05, ""kernel"": ""linear""}",10,0.2,2019Q2,2021Q3,"[138.8638916015625, 174.51626586914062]","[146.67785666672305, 183.0717951056953]",67.12756527854552,0.0526474635888929,0.7887561991720555
