model_name,model_hyperparameters_dict,window_size,test_ratio,start_date,end_date,test_data_values_list,test_data_model_predictions_list,MSE_score,MAPE_score,R^2_score
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2017Q3,2019Q4,"[71.09394836425781, 61.71084976196289]","[46.51553606796264, 45.99601642608642]",425.527168890524,0.3001850215732768,-18.33279852604107
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2017Q4,2020Q1,"[61.71084976196289, 88.76895141601562]","[59.29160910415658, 57.23876586914072]",500.0026629903711,0.1971983453380038,-1.731729298610869
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2018Q1,2020Q2,"[88.76895141601562, 112.9261703491211]","[57.206599666595444, 55.50245357131959]",2146.8326482656444,0.4320314652666356,-13.71513707651262
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2018Q2,2020Q3,"[112.9261703491211, 129.6090850830078]","[68.88897417449948, 68.85527765655517]",2815.1498818663003,0.4293555032361282,-39.459233724556974
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2018Q3,2020Q4,"[129.6090850830078, 119.4920883178711]","[86.58866078948992, 82.59190588760387]",1606.1901848906532,0.3203665163681456,-61.77023242551411
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2018Q4,2021Q1,"[119.4920883178711, 134.2074432373047]","[103.93087121582036, 103.97239555740359]",578.1547929515245,0.1777569672997642,-9.679788178791954
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2019Q1,2021Q2,"[134.2074432373047, 138.8638916015625]","[114.10722670364362, 113.34636474990828]",527.5814406624781,0.166764513092882,-96.32847485864426
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2019Q2,2021Q3,"[138.8638916015625, 174.51626586914062]","[123.48050320816056, 119.05063620758065]",1656.5423561077876,0.2143026600921464,-4.212974760586602
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2019Q3,2021Q4,"[174.51626586914062, 171.82582092285156]","[127.68300290679923, 121.71130050659187]",2352.4098381257636,0.2800096453948599,-1298.944344885482
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2019Q4,2022Q1,"[171.82582092285156, 134.7376708984375]","[146.04864738082856, 144.74407649612402]",382.2954144004915,0.1121425212827806,-0.1117028984736918
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2020Q1,2022Q2,"[134.7376708984375, 136.38536071777344]","[160.3746419677735, 159.97331953430174]",606.823043370103,0.1816120178867997,-893.0692101070508
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2020Q2,2022Q3,"[136.38536071777344, 128.43666076660156]","[150.01131961822512, 156.5144593963625]",487.0147659251016,0.1592599040777043,-29.83258328425803
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2020Q3,2022Q4,"[128.43666076660156, 163.25363159179688]","[149.63089041900642, 147.96741849517826]",341.4318406970558,0.1293258644651853,-0.1266318991495023
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2020Q4,2023Q1,"[163.25363159179688, 192.2990264892578]","[141.10126152801513, 141.1591738052368]",1553.0060159930522,0.2008160936740043,-6.363402802795295
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2021Q1,2023Q2,"[192.2990264892578, 169.9642791748047]","[147.1147336730957, 147.46270613098145]",1273.970553371595,0.1836794616846036,-9.215445103600834
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2021Q2,2023Q3,"[169.9642791748047, 191.38096618652344]","[163.66018791198726, 164.91396842956541]",370.121768458376,0.0876927555685306,-2.227751117910825
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2021Q3,2023Q4,"[191.38096618652344, 170.67408752441406]","[166.0683746643067, 169.30821186828624]",321.29645293930054,0.0701328385385736,-1.9973443869340783
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2021Q4,2024Q1,"[170.67408752441406, 209.9144744873047]","[177.9437338256835, 178.94622416687002]",505.940142627331,0.0950608366463893,-0.3142941270962767
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2022Q1,2024Q2,"[209.9144744873047, 232.48831176757812]","[177.83975065612807, 177.2839576416017]",2038.1543116562304,0.1951245145395765,-14.998758136900742
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1000}",10,0.2,2022Q2,2024Q3,"[232.48831176757812, 251.9230194091797]","[186.95926565551773, 181.7353203735353]",3499.603567896159,0.2372207115454559,-36.06148511253814
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2015Q1,2017Q2,"[33.59050369262695, 36.087345123291016]","[28.986643174743623, 29.063511312866183]",35.264886532295996,0.1658463287623845,-21.62666557651425
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2015Q2,2017Q3,"[36.087345123291016, 39.76781463623047]","[31.43041569824222, 31.341719863891637]",46.34303239116055,0.1704641603084071,-12.68478535526808
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2015Q3,2017Q4,"[39.76781463623047, 39.58781814575195]","[33.681862161254905, 33.429518014526394]",37.481739016956965,0.1542988099741662,-4626.555635585303
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2015Q4,2018Q1,"[39.58781814575195, 43.845272064208984]","[36.31395081481935, 35.90398381347657]",36.89113319088422,0.1319098002125749,-7.1410809871385705
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2016Q1,2018Q2,"[43.845272064208984, 53.656436920166016]","[36.96388746185302, 36.57845433654785]",169.5054715859536,0.2376154818893917,-6.04372783282472
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2016Q2,2018Q3,"[53.656436920166016, 37.624244689941406]","[40.36806440124518, 40.495084191894605]",92.4112818237927,0.1619797735508138,-0.4381333665886671
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2016Q3,2018Q4,"[37.624244689941406, 45.50131607055664]","[47.855083493042045, 46.52001025085452]",52.85390022400124,0.1471548378636829,-2.4072772213596982
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2016Q4,2019Q1,"[45.50131607055664, 47.59304428100586]","[42.54017147827146, 45.22002149047845]",7.199807230391125,0.0574694623039301,-5.58218906557823
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2017Q1,2019Q2,"[47.59304428100586, 54.061824798583984]","[45.05693170166014, 46.31475744323727]",33.22445981169717,0.0982938041385468,-2.175945841459636
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2017Q2,2019Q3,"[54.061824798583984, 71.09394836425781]","[47.361991213989306, 44.50997116699219]",375.7978068430008,0.2489282662807532,-4.18175212505447
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2017Q3,2019Q4,"[71.09394836425781, 61.71084976196289]","[46.52797141418457, 45.983659008789054]",425.4158762491232,0.3001976879758837,-18.327742213845447
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2017Q4,2020Q1,"[61.71084976196289, 88.76895141601562]","[59.640398840331976, 57.3495427459718]",495.7330040970536,0.1937483833883271,-1.7084023182620172
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2018Q1,2020Q2,"[88.76895141601562, 112.9261703491211]","[57.064631973266586, 55.439848727416994]",2154.9205224609395,0.4331083061937216,-13.77057417708844
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2018Q2,2020Q3,"[112.9261703491211, 129.6090850830078]","[69.10792145996086, 69.1673469512939]",2786.621322047536,0.4271821899023391,-39.04922228006252
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2018Q3,2020Q4,"[129.6090850830078, 119.4920883178711]","[87.30851668395994, 83.10332290649433]",1556.7401675233689,0.3154495273830975,-59.83771589491318
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2018Q4,2021Q1,"[119.4920883178711, 134.2074432373047]","[103.55198942260733, 103.51434156799307]",598.0766214367442,0.1810488665809104,-10.047788082883743
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2019Q1,2021Q2,"[134.2074432373047, 138.8638916015625]","[114.24365985412578, 113.28751873474101]",526.3517479965863,0.1664681048414234,-96.10162057134062
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2019Q2,2021Q3,"[138.8638916015625, 174.51626586914062]","[123.5753866790774, 119.59012366333025]",1625.309740188878,0.2124153528570381,-4.1146888110048945
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2019Q3,2021Q4,"[174.51626586914062, 171.82582092285156]","[127.7472323120115, 121.40947718200677]",2364.575108031445,0.2807039069331231,-1305.6668868344204
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2019Q4,2022Q1,"[171.82582092285156, 134.7376708984375]","[147.0078123931881, 145.34089227600057]",364.1809254800297,0.1115661568754929,-0.0590265411890331
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2020Q1,2022Q2,"[134.7376708984375, 136.38536071777344]","[160.41652562866227, 159.79566972045907]",603.7230739286056,0.18111616568431,-888.5018370314947
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2020Q2,2022Q3,"[136.38536071777344, 128.43666076660156]","[149.5755580383302, 156.23062982177763]",473.2430105976537,0.1565574262546195,-28.96070254713626
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2020Q3,2022Q4,"[128.43666076660156, 163.25363159179688]","[149.3407574645997, 147.7868300170899]",338.1016048553075,0.1287494774934184,-0.1156430296775026
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2020Q4,2023Q1,"[163.25363159179688, 192.2990264892578]","[141.1801503112793, 141.31740595703124]",1543.182103966653,0.2001630573639987,-6.316823832331135
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2021Q1,2023Q2,"[192.2990264892578, 169.9642791748047]","[147.1795390991211, 147.13668470458984]",1278.4336058226452,0.1844700480580665,-9.251232482820496
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2021Q2,2023Q3,"[169.9642791748047, 191.38096618652344]","[163.90641867675777, 165.24630931396487]",359.858981830085,0.0861001247585809,-2.13825159684693
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2021Q3,2023Q4,"[191.38096618652344, 170.67408752441406]","[166.40237080078137, 168.99210472412125]",313.37964679254793,0.0701862984522585,-1.9234892470801164
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2021Q4,2024Q1,"[170.67408752441406, 209.9144744873047]","[177.97436047363266, 179.50386314697252]",489.04963361291607,0.0938223064453734,-0.2704172038578218
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2022Q1,2024Q2,"[209.9144744873047, 232.48831176757812]","[177.97167840576193, 177.82089608154314]",2004.4342796483836,0.1936555084958124,-14.734068347037038
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1250}",10,0.2,2022Q2,2024Q3,"[232.48831176757812, 251.9230194091797]","[187.74698449707037, 181.85239960937514]",3455.8390625277207,0.2352942363099336,-35.59801045528002
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2015Q1,2017Q2,"[33.59050369262695, 36.087345123291016]","[28.989782390594456, 29.089000829060847]",35.07172967977978,0.1654464368417934,-21.50273222707063
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2015Q2,2017Q3,"[36.087345123291016, 39.76781463623047]","[31.457050031026256, 31.289560429890997]",46.66021351438203,0.1707509339719216,-12.778446804812258
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2015Q3,2017Q4,"[39.76781463623047, 39.58781814575195]","[33.675543685913105, 33.42002497863772]",37.57871894219093,0.1544981504958306,-4638.528932751479
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2015Q4,2018Q1,"[39.58781814575195, 43.845272064208984]","[36.38246968460082, 35.907407651265444]",36.64197509783971,0.131005352200735,-7.086097145802476
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2016Q1,2018Q2,"[43.845272064208984, 53.656436920166016]","[36.9401831893921, 36.554280392964685]",170.0820051250075,0.2381110652208914,-6.067685439016398
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2016Q2,2018Q3,"[53.656436920166016, 37.624244689941406]","[40.36969726816825, 40.49709738159193]",92.39536658394664,0.1619913114930731,-0.4378856886319482
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2016Q3,2018Q4,"[37.624244689941406, 45.50131607055664]","[47.874266782124906, 46.55414106496179]",53.085696679547006,0.1477848234540654,-2.4222202015300507
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2016Q4,2019Q1,"[45.50131607055664, 47.59304428100586]","[42.639799621581986, 45.26398120371499]",6.806405602876064,0.0559128500283797,-5.222534451482451
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2017Q1,2019Q2,"[47.59304428100586, 54.061824798583984]","[45.12686356353758, 46.363996009826614]",32.66930769611705,0.0971037271244589,-2.1228785210924443
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2017Q2,2019Q3,"[54.061824798583984, 71.09394836425781]","[47.4126386591594, 44.44132790629069]",377.2869267965819,0.2489426091951843,-4.202285109397175
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2017Q3,2019Q4,"[71.09394836425781, 61.71084976196289]","[46.50790958658855, 46.02651720937093]",425.23579519867616,0.2999915316293554,-18.319560666529146
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2017Q4,2020Q1,"[61.71084976196289, 88.76895141601562]","[59.57311497751858, 57.34930396270755]",495.88207804939583,0.1942948825990332,-1.7092167732907917
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2018Q1,2020Q2,"[88.76895141601562, 112.9261703491211]","[57.095901835123684, 55.55601319885254]",2147.2585006000745,0.4324178374344982,-13.718056016412548
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2018Q2,2020Q3,"[112.9261703491211, 129.6090850830078]","[69.02563239288322, 69.27571513366692]",2783.686381145556,0.4271284810524562,-39.00704141406818
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2018Q3,2020Q4,"[129.6090850830078, 119.4920883178711]","[87.34907772572811, 82.87330631001794]",1563.4217087880024,0.3162555291112479,-60.09883185869319
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2018Q4,2021Q1,"[119.4920883178711, 134.2074432373047]","[103.63190012105281, 103.62480672963436]",593.421612699392,0.1803029437254672,-9.9617998529297
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2019Q1,2021Q2,"[134.2074432373047, 138.8638916015625]","[114.33028213246646, 113.45169906616196]",520.4405315219801,0.1655542313896667,-95.01111654733576
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2019Q2,2021Q3,"[138.8638916015625, 174.51626586914062]","[123.55909955342636, 119.90821040852882]",1608.138190412973,0.211562658675149,-4.060651644220779
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2019Q3,2021Q4,"[174.51626586914062, 171.82582092285156]","[128.01740047200502, 121.82923089090966]",2330.9017490215037,0.2787084070872436,-1287.0589504498544
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2019Q4,2022Q1,"[171.82582092285156, 134.7376708984375]","[146.73183801523834, 145.05217026011135]",368.0484376247775,0.1112977984472821,-0.0702731434218657
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2020Q1,2022Q2,"[134.7376708984375, 136.38536071777344]","[160.5134925231936, 159.67157590230318]",603.3203990257339,0.1810210633665722,-887.908551663917
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2020Q2,2022Q3,"[136.38536071777344, 128.43666076660156]","[149.86117380778015, 156.67910696411144]",489.6166528280182,0.1593504250877622,-29.997307026212766
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2020Q3,2022Q4,"[128.43666076660156, 163.25363159179688]","[149.41945621236175, 147.8381880187989]",338.9568026354497,0.1288985541884198,-0.1184649489725013
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2020Q4,2023Q1,"[163.25363159179688, 192.2990264892578]","[141.4432056020101, 141.2329116821289]",1541.7213816754188,0.1995770879405903,-6.3098979823971275
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2021Q1,2023Q2,"[192.2990264892578, 169.9642791748047]","[147.17462755330402, 147.00318129475912]",1281.7116975940703,0.1848755582638295,-9.27751815044989
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2021Q2,2023Q3,"[169.9642791748047, 191.38096618652344]","[163.4884209187826, 164.7431635437013]",375.7546348950162,0.0886443019210869,-2.276874116035569
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2021Q3,2023Q4,"[191.38096618652344, 170.67408752441406]","[166.21101800537124, 168.88274773152688]",318.36759484773387,0.0710065927377064,-1.970021345298937
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2021Q4,2024Q1,"[170.67408752441406, 209.9144744873047]","[177.7295657552082, 178.95853688557935]",504.0249229335613,0.0944040904674085,-0.3093189101021296
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2022Q1,2024Q2,"[209.9144744873047, 232.48831176757812]","[178.1756298929852, 178.237655995687]",1975.243953931294,0.1922734089302725,-14.504935077581315
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1500}",10,0.2,2022Q2,2024Q3,"[232.48831176757812, 251.9230194091797]","[187.94696357218427, 181.9481912434897]",3440.2041379405778,0.2346740313176935,-35.43243355104501
RF,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_split"": 2, ""n_estimators"": 1750}",10,0.2,2015Q1,2017Q2,"[33.59050369262695, 36.087345123291016]","[28.99792264883856, 29.123143612452893]",34.79595166366224,0.1648522102333601,-21.32578746536463
