Quarter,Close,High,Low,GDP,Real_GDP,Real_GDP_Per_Capita,GDP_Deflator,Unemployment,M2_Money_Supply,CPI,Fed_Funds_Rate,Consumer_Sentiment,Retail_Sales,Industrial_Production,Housing_Starts,Corp_Profits,PCE,Business_Investment,Labor_Force_Participation,Job_Openings_Rate,Real_Weekly_Earnings,Private_Job_Growth,CPI_BLS,Hourly_Earnings
2020Q4,212.08193969726562,220.38999938964844,179.22999572753906,22068.767,20771.691,62544.0,106.244,6.7,19133.2,262.045,0.09,80.7,549300,98.2039,1635,2398.03,14827.3,2934.089,61.7,4.6,9.78,120656.0,260.319,29.55
2021Q1,205.61338806152344,228.22999572753906,192.80999755859375,22656.793,21058.379,63418.0,107.59,6.1,19823.4,264.847,0.07,84.9,616348,98.1929,1668,2716.546,15712.4,3000.219,61.4,4.8,9.81,121134.0,262.639,29.92
2021Q2,227.3950653076172,238.47999572753906,212.3000030517578,23368.861,21389.005,64383.0,109.256,5.9,20474.7,270.71,0.08,85.5,622125,99.6483,1638,2996.334,16183.6,3067.327,61.6,6.1,9.78,122702.0,266.625,30.23
2021Q3,216.924560546875,252.6699981689453,216.30999755859375,23921.991,21571.421,64850.0,110.897,4.7,20978.6,273.942,0.08,72.8,620529,98.9955,1563,2952.754,16477.5,3085.885,61.8,7.0,9.74,124704.0,271.965,30.66
2021Q4,211.41403198242188,236.9600067138672,190.10000610351562,24777.038,21960.388,65925.0,112.826,3.9,21470.9,280.806,0.08,70.6,632515,101.1948,1757,2886.711,16905.5,3162.92,61.8,7.1,9.75,126526.0,276.528,31.15
2022Q1,216.70237731933594,235.85000610351562,186.6699981689453,25215.491,21903.85,65684.0,115.119,3.7,21720.8,287.467,0.2,59.4,664167,102.6732,1678,2898.216,17371.4,3319.478,62.2,7.0,9.68,127950.0,282.542,31.62
2022Q2,192.7583465576172,229.24000549316406,185.91000366210938,25805.791,21919.222,65631.0,117.731,3.6,21642.5,295.072,1.21,50.0,675702,102.8224,1542,3084.126,17747.6,3443.77,62.2,7.3,9.61,129572.0,288.582,31.96
2022Q3,174.23016357421875,218.07000732421875,174.8300018310547,26272.011,22066.784,65939.0,119.057,3.5,21520.5,296.421,2.56,58.6,673312,103.5326,1470,2985.393,17987.2,3563.95,62.1,7.1,9.52,130767.0,294.94,32.35
2022Q4,204.2159423828125,219.97999572753906,174.60000610351562,26734.277,22249.459,66341.0,120.157,3.5,21219.3,298.808,4.1,59.8,666734,101.8266,1340,2834.572,18134.6,3643.894,62.2,6.4,9.56,131604.0,297.979,32.7
2023Q1,222.04808044433594,234.3000030517578,206.16000366210938,27164.359,22403.435,66673.0,121.251,3.5,20876.3,301.643,4.65,62.0,679067,102.8143,1342,2931.223,18511.3,3742.299,62.4,6.3,9.59,132288.0,300.456,33.05
2023Q2,234.34213256835938,238.27999877929688,216.13999938964844,27453.815,22539.418,66945.0,121.804,3.6,20782.6,304.099,5.08,64.2,688810,102.3809,1415,2989.192,18742.1,3833.706,62.6,6.0,9.66,132753.0,302.858,33.42
2023Q3,227.3976287841797,250.05999755859375,227.67999267578125,27967.697,22780.933,67499.0,122.768,3.8,20720.0,307.374,5.33,67.8,702109,103.3081,1363,3114.986,19024.9,3848.821,62.6,5.2,9.71,133199.0,304.615,33.84
2023Q4,257.9410400390625,263.25,227.77999877929688,28296.967,22960.6,67858.0,123.241,3.8,20701.4,308.735,5.33,69.7,699821,102.6309,1568,3239.649,19289.9,3901.469,62.7,5.2,9.69,133513.0,307.653,34.07
2024Q1,277.0133056640625,290.9599914550781,256.8599853515625,28624.069,23053.545,67981.0,124.163,3.9,20901.5,312.107,5.33,79.4,703738,102.5186,1299,3314.945,19553.2,3957.828,62.5,5.1,9.75,133896.0,309.794,34.47
2024Q2,261.00848388671875,283.0,261.25,29016.714,23223.906,68320.0,124.943,4.1,21065.5,313.131,5.33,68.2,702350,103.2534,1329,3413.018,19747.5,4018.471,62.7,4.6,9.72,134345.0,313.016,34.75
2024Q3,273.9672546386719,293.07000732421875,252.6999969482422,29374.914,23400.294,68696.0,125.532,4.1,21272.2,314.851,5.13,70.1,716388,102.5954,1355,3402.982,20044.1,4089.446,62.7,4.5,9.81,134611.0,313.566,35.07
2024Q4,314.78033447265625,321.6199951171875,273.239990234375,29723.864,23542.349,69006.0,126.257,4.1,21490.1,317.603,4.48,74.0,730336,103.1654,1526,3631.383,20408.1,4073.923,62.5,4.6,9.86,134851.0,315.564,35.48
